UID,intercept,slope,intercept_z,slope_z
A057,0.064866457178528,-0.0005504282027308,0.2522452695330916,-0.005416348947409884
A058,-0.0024205174433056,0.0307865564529754,-0.009412631758440329,0.3029472905115914
A059,-0.0014659368179393,-0.0170417562097081,-0.005700567656128074,-0.16769507421773303
A060,0.188738619851087,0.0179135555562317,0.7339451868723353,0.17627379429324833
A061,0.5289355568363013,0.2200236411975393,2.056864177622659,2.1650867660727613
A062,0.0040983525293822,0.0274161663717104,0.015937205196369018,0.2697818228294242
A063,-0.5712235401645778,-0.2234553110817854,-2.221308856993599,-2.198855242094122
A064,0.1166918351920005,0.0544220926584017,0.45377787998048325,0.5355267822829256
A065,-0.0908285140544597,-0.0744322853977718,-0.35320355088764216,-0.7324320023346144
A066,-0.1489402281609909,-0.0684586763471247,-0.5791817470991054,-0.6736502194732136
A067,-0.124308703127285,-0.0378852622839162,-0.48339748599728444,-0.3728003025204899
A068,0.3576221651366905,0.1429398999012872,1.3906802276504284,1.4065637853079183
A069,-0.1714063464909634,-0.0816989980226792,-0.6665454219474075,-0.8039382425341189
A070,-0.0855707900666393,-0.0317124772442851,-0.33275791438882374,-0.3120585789203503
A071,-0.1175309898942696,0.0228525828148347,-0.45704108893717355,0.2248750377626868
A072,0.1883950911036475,0.0768167338660561,0.7326093115176547,0.7558955619546918
A073,-0.1822908729732063,-0.0847416212053713,-0.7088719252848252,-0.8338784032874741
A074,0.0455362082305018,0.0477488630550779,0.17707600535365917,0.469860561041956
A075,0.0068945666477524,-0.0178839725202309,0.026810803272170867,-0.17598268994011085
A076,-0.2572155916041856,-0.1184298590418838,-1.0002306130846952,-1.1653789525700873
A077,0.0976505251272151,0.0428134323325626,0.3797322083271706,0.42129470837254607
A078,-0.290044938048826,-0.1327960393087492,-1.1278936257220604,-1.3067457011863437
A079,0.102601580791463,-0.000490813773436,0.3989853080773902,-0.00482972829505339
A080,0.0119207200697693,0.0425829666960617,0.04635593460502549,0.4190268698034414
A081,0.14310176937702,0.0441722250987164,0.5564778154574066,0.43466556352166946
A082,0.061836551291687,0.0340535146925568,0.24046291760068028,0.3350949634222475
A083,0.211835579409139,0.0933681990782114,0.823762005032774,0.9187660521206907
A084,-0.540655162711498,-0.2516657778467278,-2.102438042319389,-2.476453176230098
A085,0.2250960611173315,0.0320027131587706,0.8753278516677411,0.31491457173126647
A086,0.1508567509099964,0.0707270107794776,0.5866345018573739,0.695971188409935
A087,0.2680088431443273,0.0893763670587981,1.0422021768528302,0.8794854428617168
A088,0.2232039168150684,0.0590636486953046,0.8679698970286237,0.581200835738214
A089,0.1295358934240274,0.0636318585780563,0.5037243865658436,0.626153144989876
A090,-0.4183413916170444,-0.2599180904813018,-1.6267982201472886,-2.5576579630310317
A091,0.0487956933728046,0.0224785716703082,0.1897511188718279,0.22119467607532142
A092,-0.0766512941773521,-0.0109404081360798,-0.2980727975725888,-0.10765630794008495
A093,-0.1989923127084388,0.0086028210067962,-0.7738185764640256,0.08465387542598124
A094,-0.2504445399581958,-0.0942767928665347,-0.9739001208433132,-0.9277068385567645
A095,0.0251160926384758,0.0471839272804814,0.09766859225522179,0.4643014540178076
A096,-0.1601399649651224,-0.011627890803804,-0.6227340043324939,-0.11442130654520169
A097,-0.3095296958917923,-0.1136852238476885,-1.2036637264439014,-1.1186905748444749
A098,0.1649161494964495,0.0394477949159185,0.6413070851950523,0.38817600807963887
A099,0.3810070364883551,0.0862924955203695,1.4816166443081564,0.8491393881387804
A100,-0.1808230610271132,-0.0587650229132733,-0.7031640658445119,-0.5782622845663251
A101,-0.2011267353939051,-0.1310775651641205,-0.782118675606348,-1.2898354927736333
A102,-0.0144439066147708,-0.0137193653778437,-0.05616781423912332,-0.1350019309598551
A103,-0.0411778759160746,-0.1031915742876334,-0.16012782046448235,-1.0154304812171604
A104,0.2292192154468447,0.0858239182369228,0.8913615032715605,0.8445284723764969
A105,0.2087542883126803,0.1270711075944746,0.8117798321664961,1.250410964501763
A106,0.184763591602068,0.064287276363026,0.7184875510511617,0.6326026172591428
A107,-0.3635855657036929,-0.0941110479792831,-1.4138700186269448,-0.9260758680847756
A108,-0.2958911263951257,-0.099049193182489,-1.1506276152028632,-0.9746684319120774
A109,-0.4457696988145384,-0.1595169908905653,-1.7334582882750496,-1.5696864394260128
